GTKode;Varkode2;Trinn;Definisjonsgrunnlag
O-A-02-14;DK;DK-F;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;HU;HU-y;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;HU;HU-y;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;HU;HU-y;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;NT;NT-b;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;NT;NT-b;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;NT;NT-b;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;GS;GS-d;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;GS;GS-d;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;GS;GS-d;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;GS;GS-d;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;GS;GS-d;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;TU;TU-b;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;TU;TU-b;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;TU;TU-b;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-14;VD;VD-0;[KA_abcdefghi], DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;KA;KA-d;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;KA;KA-d;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;DK;DK-F;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;DK;DK-F;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;HU;HU-y;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;HU;HU-y;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;HU;HU-y;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;NT;NT-b;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;NT;NT-b;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;NT;NT-b;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;GS;GS-d;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;GS;GS-d;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;GS;GS-d;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;GS;GS-d;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;GS;GS-d;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;TU;TU-b;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;TU;TU-b;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;TU;TU-b;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-15;VD;VD-0;KA_cd, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;KA;KA-i;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;KA;KA-i;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;KA;KA-i;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;KA;KA-i;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;KA;KA-i;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;DK;DK-F;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;DK;DK-F;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;HU;HU-y;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;HU;HU-y;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;HU;HU-y;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;NT;NT-b;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;NT;NT-b;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;NT;NT-b;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;GS;GS-d;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;GS;GS-d;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;GS;GS-d;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;GS;GS-d;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;GS;GS-d;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;TU;TU-b;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;TU;TU-b;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;TU;TU-b;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-16;VD;VD-0;KA_efghi, DK_EF, HU_bcy, [NT_0ab, GS_0abcd, TU_0ab, VD_0]
O-A-02-17;KA;KA-b;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;KA;KA-b;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;DK;DK-F;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;DK;DK-F;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;DK;DK-F;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;DK;DK-F;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;HU;HU-y;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;HU;HU-y;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;HU;HU-y;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;HU;HU-y;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;HU;HU-y;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;NT;NT-y;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;GS;GS-d;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;GS;GS-d;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;GS;GS-d;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;GS;GS-d;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;GS;GS-d;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;TU;TU-b;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;TU;TU-b;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;TU;TU-b;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-17;VD;VD-0;KA_ab, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;NT;NT-y;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;GS;GS-d;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;GS;GS-d;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;GS;GS-d;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;GS;GS-d;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;GS;GS-d;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;TU;TU-b;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;TU;TU-b;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;TU;TU-b;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-18;VD;VD-0;KA_cdefghi, [DK_CDEF, HU_0abcy], NT_y, [GS_0abcd, TU_0ab, VD_0] 
O-A-02-19;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;KA;KA-i;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;DK;DK-F;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;HU;HU-y;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;NT;NT-b;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;NT;NT-b;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;NT;NT-b;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;GS;GS-y;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;TU;TU-b;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;TU;TU-b;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;TU;TU-b;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-19;VD;VD-0;KA_cdefghi, [DK_CDEF, HU_0abcy, NT_0ab], GS_y, [TU_0ab, VD_0] 
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;KA;KA-h;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;DK;DK-H;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;HU;HU-y;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;HU;HU-y;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;HU;HU-y;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;HU;HU-y;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;HU;HU-y;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;NT;NT-b;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;NT;NT-b;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;NT;NT-b;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;TU;TU-y;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;TU;TU-y;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-20;VD;VD-0;[KA_abcdefgh, DK_ABCDEFGH, HU_0abcy, NT_0ab], TU_cy, [VD_0]
O-A-02-21;KA;KA-i;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;KA;KA-i;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;KA;KA-i;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;KA;KA-i;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;KA;KA-i;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;DK;DK-B;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;DK;DK-B;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;HU;HU-y;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;HU;HU-y;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;HU;HU-y;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;HU;HU-y;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;HU;HU-y;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;NT;NT-b;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;NT;NT-b;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;NT;NT-b;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;GS;GS-d;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;GS;GS-d;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;GS;GS-d;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;GS;GS-d;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;GS;GS-d;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;TU;TU-b;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;TU;TU-b;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;TU;TU-b;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-A-02-21;VD;VD-A;[KA_efghi, DK_AB, HU_0abcy, NT_0ab, GS_0abcd, TU_0ab], VD_A
O-B-01-01;VD;VD-A;KA_abcd
O-B-01-02;VD;VD-A;KA_efghi
O-C-01-01;KA;KA-d;KA_abcd, KI_de, DK_CD 
O-C-01-01;KA;KA-d;KA_abcd, KI_de, DK_CD 
O-C-01-01;KA;KA-d;KA_abcd, KI_de, DK_CD 
O-C-01-01;KA;KA-d;KA_abcd, KI_de, DK_CD 
O-C-01-01;KI;KI-e;KA_abcd, KI_de, DK_CD 
O-C-01-01;KI;KI-e;KA_abcd, KI_de, DK_CD 
O-C-01-01;DK;DK-D;KA_abcd, KI_de, DK_CD 
O-C-01-01;DK;DK-D;KA_abcd, KI_de, DK_CD 
O-C-01-02;KA;KA-d;KA_abcd, KI_de, DK_EF 
O-C-01-02;KA;KA-d;KA_abcd, KI_de, DK_EF 
O-C-01-02;KA;KA-d;KA_abcd, KI_de, DK_EF 
O-C-01-02;KA;KA-d;KA_abcd, KI_de, DK_EF 
O-C-01-02;KI;KI-e;KA_abcd, KI_de, DK_EF 
O-C-01-02;KI;KI-e;KA_abcd, KI_de, DK_EF 
O-C-01-02;DK;DK-F;KA_abcd, KI_de, DK_EF 
O-C-01-02;DK;DK-F;KA_abcd, KI_de, DK_EF 
O-C-01-03;KA;KA-d;KA_abcd, KI_de, DK_GY 
O-C-01-03;KA;KA-d;KA_abcd, KI_de, DK_GY 
O-C-01-03;KA;KA-d;KA_abcd, KI_de, DK_GY 
O-C-01-03;KA;KA-d;KA_abcd, KI_de, DK_GY 
O-C-01-03;KI;KI-e;KA_abcd, KI_de, DK_GY 
O-C-01-03;KI;KI-e;KA_abcd, KI_de, DK_GY 
O-C-01-03;DK;DK-Y;KA_abcd, KI_de, DK_GY 
O-C-01-03;DK;DK-Y;KA_abcd, KI_de, DK_GY 
O-C-01-04;KA;KA-d;KA_abcd, KI_y, DK_CD 
O-C-01-04;KA;KA-d;KA_abcd, KI_y, DK_CD 
O-C-01-04;KA;KA-d;KA_abcd, KI_y, DK_CD 
O-C-01-04;KA;KA-d;KA_abcd, KI_y, DK_CD 
O-C-01-04;KI;KI-y;KA_abcd, KI_y, DK_CD 
O-C-01-04;DK;DK-D;KA_abcd, KI_y, DK_CD 
O-C-01-04;DK;DK-D;KA_abcd, KI_y, DK_CD 
O-C-01-05;KA;KA-d;KA_abcd, KI_y, DK_EF 
O-C-01-05;KA;KA-d;KA_abcd, KI_y, DK_EF 
O-C-01-05;KA;KA-d;KA_abcd, KI_y, DK_EF 
O-C-01-05;KA;KA-d;KA_abcd, KI_y, DK_EF 
O-C-01-05;KI;KI-y;KA_abcd, KI_y, DK_EF 
O-C-01-05;DK;DK-F;KA_abcd, KI_y, DK_EF 
O-C-01-05;DK;DK-F;KA_abcd, KI_y, DK_EF 
O-C-01-06;KA;KA-d;KA_abcd, KI_y, DK_GY 
O-C-01-06;KA;KA-d;KA_abcd, KI_y, DK_GY 
O-C-01-06;KA;KA-d;KA_abcd, KI_y, DK_GY 
O-C-01-06;KA;KA-d;KA_abcd, KI_y, DK_GY 
O-C-01-06;KI;KI-y;KA_abcd, KI_y, DK_GY 
O-C-01-06;DK;DK-Y;KA_abcd, KI_y, DK_GY 
O-C-01-06;DK;DK-Y;KA_abcd, KI_y, DK_GY 
O-C-01-07;KA;KA-i;KA_efghi, KI_de, DK_AB 
O-C-01-07;KA;KA-i;KA_efghi, KI_de, DK_AB 
O-C-01-07;KA;KA-i;KA_efghi, KI_de, DK_AB 
O-C-01-07;KA;KA-i;KA_efghi, KI_de, DK_AB 
O-C-01-07;KA;KA-i;KA_efghi, KI_de, DK_AB 
O-C-01-07;KI;KI-e;KA_efghi, KI_de, DK_AB 
O-C-01-07;KI;KI-e;KA_efghi, KI_de, DK_AB 
O-C-01-07;DK;DK-B;KA_efghi, KI_de, DK_AB 
O-C-01-07;DK;DK-B;KA_efghi, KI_de, DK_AB 
