GTKode;Varkode2;Trinn;Definisjonsgrunnlag
I-0-01-044;BP;BP-a;RA_d, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-044;VE;VE-b;RA_d, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-044;AI;AI-a;RA_d, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-044;AI;AI-a;RA_d, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-044;JB;JB-a;RA_d, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-044;JB;JB-a;RA_d, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-045;RA;RA-d;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-045;BP;BP-a;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-045;BP;BP-a;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-045;VE;VE-c;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-045;AI;AI-a;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-045;AI;AI-a;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-045;JB;JB-a;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-045;JB;JB-a;RA_d, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-046;RA;RA-d;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-046;BP;BP-a;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-046;BP;BP-a;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-046;VE;VE-d;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-046;AI;AI-a;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-046;AI;AI-a;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-046;JB;JB-a;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-046;JB;JB-a;RA_d, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-047;RA;RA-d;RA_d, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-047;BP;BP-b;RA_d, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-047;VE;VE-d;RA_d, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-047;AI;AI-a;RA_d, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-047;AI;AI-a;RA_d, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-047;JB;JB-a;RA_d, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-047;JB;JB-a;RA_d, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-048;RA;RA-e;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-048;BP;BP-a;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-048;BP;BP-a;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-048;VE;VE-a;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-048;AI;AI-a;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-048;AI;AI-a;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-048;JB;JB-a;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-048;JB;JB-a;RA_e, [bP_0a], VE_a, AI_0a, Jb_0a
I-0-01-049;RA;RA-e;RA_e, [bP_0a], VE_a, AI_b, Jb_0a
I-0-01-049;BP;BP-a;RA_e, [bP_0a], VE_a, AI_b, Jb_0a
I-0-01-049;BP;BP-a;RA_e, [bP_0a], VE_a, AI_b, Jb_0a
I-0-01-049;VE;VE-a;RA_e, [bP_0a], VE_a, AI_b, Jb_0a
I-0-01-049;AI;AI-b;RA_e, [bP_0a], VE_a, AI_b, Jb_0a
I-0-01-049;JB;JB-a;RA_e, [bP_0a], VE_a, AI_b, Jb_0a
I-0-01-049;JB;JB-a;RA_e, [bP_0a], VE_a, AI_b, Jb_0a
I-0-01-050;RA;RA-e;RA_e, [bP_0a], VE_a, AI_c, Jb_0a
I-0-01-050;BP;BP-a;RA_e, [bP_0a], VE_a, AI_c, Jb_0a
I-0-01-050;BP;BP-a;RA_e, [bP_0a], VE_a, AI_c, Jb_0a
I-0-01-050;VE;VE-a;RA_e, [bP_0a], VE_a, AI_c, Jb_0a
I-0-01-050;AI;AI-c;RA_e, [bP_0a], VE_a, AI_c, Jb_0a
I-0-01-050;JB;JB-a;RA_e, [bP_0a], VE_a, AI_c, Jb_0a
I-0-01-050;JB;JB-a;RA_e, [bP_0a], VE_a, AI_c, Jb_0a
I-0-01-051;RA;RA-e;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-051;BP;BP-a;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-051;BP;BP-a;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-051;VE;VE-b;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-051;AI;AI-a;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-051;AI;AI-a;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-051;JB;JB-a;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-051;JB;JB-a;RA_e, [bP_0a], VE_b, AI_0a, Jb_0a
I-0-01-052;RA;RA-e;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-052;BP;BP-a;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-052;BP;BP-a;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-052;VE;VE-c;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-052;AI;AI-a;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-052;AI;AI-a;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-052;JB;JB-a;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-052;JB;JB-a;RA_e, [bP_0a], VE_c, AI_0a, Jb_0a
I-0-01-053;RA;RA-e;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-053;BP;BP-a;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-053;BP;BP-a;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-053;VE;VE-d;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-053;AI;AI-a;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-053;AI;AI-a;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-053;JB;JB-a;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-053;JB;JB-a;RA_e, [bP_0a], VE_d, AI_0a, Jb_0a
I-0-01-054;RA;RA-e;RA_e, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-054;BP;BP-b;RA_e, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-054;VE;VE-d;RA_e, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-054;AI;AI-a;RA_e, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-054;AI;AI-a;RA_e, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-054;JB;JB-a;RA_e, bP_b, VE_d, AI_0a, Jb_0a
I-0-01-054;JB;JB-a;RA_e, bP_b, VE_d, AI_0a, Jb_0a
I-0-02-001;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;VE;VE-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-001;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-002;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;VE;VE-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-002;JP;JP-b;RD_a, IP_0a, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-003;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;VE;VE-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;AI;AI-b;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-003;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-004;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-004;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-004;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-004;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-004;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-004;VE;VE-a;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-004;AI;AI-b;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-004;JP;JP-b;RD_a, IP_0a, [bP_0a], VE_a, AI_b, JP_b
I-0-02-005;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;VE;VE-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;AI;AI-c;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-005;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-006;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-006;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-006;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-006;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-006;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-006;VE;VE-a;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-006;AI;AI-c;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-006;JP;JP-b;RD_a, IP_0a, [bP_0a], VE_a, AI_c, JP_b
I-0-02-007;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;VE;VE-b;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-007;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-008;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;VE;VE-b;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;AI;AI-b;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-008;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-009;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;VE;VE-c;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-009;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-010;RD;RD-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;IP;IP-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;BP;BP-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;VE;VE-d;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;AI;AI-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-010;JP;JP-a;RD_a, IP_0a, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-011;RD;RD-a;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;IP;IP-a;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;IP;IP-a;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;BP;BP-b;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;VE;VE-d;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;AI;AI-a;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;AI;AI-a;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;JP;JP-a;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-011;JP;JP-a;RD_a, IP_0a, bP_b, VE_d, AI_0a, JP_0a
I-0-02-012;RD;RD-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;IP;IP-b;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;VE;VE-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;AI;AI-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;AI;AI-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;JP;JP-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-012;JP;JP-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-013;RD;RD-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-013;IP;IP-b;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-013;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-013;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-013;VE;VE-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-013;AI;AI-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-013;AI;AI-a;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-013;JP;JP-b;RD_a, IP_b, [bP_0a], VE_a, AI_0a, JP_b
I-0-02-014;RD;RD-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-014;IP;IP-b;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-014;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-014;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-014;VE;VE-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-014;AI;AI-b;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-014;JP;JP-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-014;JP;JP-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-015;RD;RD-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_b
I-0-02-015;IP;IP-b;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_b
I-0-02-015;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_b
I-0-02-015;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_b
I-0-02-015;VE;VE-a;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_b
I-0-02-015;AI;AI-b;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_b
I-0-02-015;JP;JP-b;RD_a, IP_b, [bP_0a], VE_a, AI_b, JP_b
I-0-02-016;RD;RD-a;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-016;IP;IP-b;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-016;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-016;BP;BP-a;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-016;VE;VE-a;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-016;AI;AI-c;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-016;JP;JP-a;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-016;JP;JP-a;RD_a, IP_b, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-017;RD;RD-a;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;IP;IP-b;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;BP;BP-a;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;BP;BP-a;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;VE;VE-b;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;AI;AI-a;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;AI;AI-a;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;JP;JP-a;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-017;JP;JP-a;RD_a, IP_b, [bP_0a], VE_b, AI_0a, JP_0a
I-0-02-018;RD;RD-a;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-018;IP;IP-b;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-018;BP;BP-a;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-018;BP;BP-a;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-018;VE;VE-b;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-018;AI;AI-b;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-018;JP;JP-a;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-018;JP;JP-a;RD_a, IP_b, [bP_0a], VE_b, AI_b, JP_0a
I-0-02-019;RD;RD-a;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;IP;IP-b;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;BP;BP-a;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;BP;BP-a;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;VE;VE-c;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;AI;AI-a;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;AI;AI-a;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;JP;JP-a;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-019;JP;JP-a;RD_a, IP_b, [bP_0a], VE_c, AI_0a, JP_0a
I-0-02-020;RD;RD-a;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;IP;IP-b;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;BP;BP-a;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;BP;BP-a;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;VE;VE-d;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;AI;AI-a;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;AI;AI-a;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;JP;JP-a;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-020;JP;JP-a;RD_a, IP_b, [bP_0a], VE_d, AI_0a, JP_0a
I-0-02-021;RD;RD-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;IP;IP-c;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;VE;VE-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;AI;AI-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;AI;AI-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;JP;JP-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-021;JP;JP-a;RD_a, IP_c, [bP_0a], VE_a, AI_0a, JP_0a
I-0-02-022;RD;RD-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-022;IP;IP-c;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-022;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-022;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-022;VE;VE-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-022;AI;AI-b;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-022;JP;JP-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-022;JP;JP-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_0a
I-0-02-023;RD;RD-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_b
I-0-02-023;IP;IP-c;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_b
I-0-02-023;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_b
I-0-02-023;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_b
I-0-02-023;VE;VE-a;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_b
I-0-02-023;AI;AI-b;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_b
I-0-02-023;JP;JP-b;RD_a, IP_c, [bP_0a], VE_a, AI_b, JP_b
I-0-02-024;RD;RD-a;RD_a, IP_c, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-024;IP;IP-c;RD_a, IP_c, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-024;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-024;BP;BP-a;RD_a, IP_c, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-024;VE;VE-a;RD_a, IP_c, [bP_0a], VE_a, AI_c, JP_0a
I-0-02-024;AI;AI-c;RD_a, IP_c, [bP_0a], VE_a, AI_c, JP_0a
